acousticness,danceability,energy,id,instrumentalness,liveness,loudness,speechiness,tempo,valence,genre
0.024,0.434,0.458,1ykwRHmEcdD4GylkdguZn4,0.832,0.326,-12.24,0.0423,101.358,0.697,pop
0.108,0.573,0.608,4tJs2ZQ4WcfVpOzSK4fMSc,0.0,0.276,-8.272,0.0352,145.025,0.581,pop
0.318,0.768,0.625,1qCQHL7BZilfzXzD6jzzAp,0.00105,0.113,-7.805,0.303,100.008,0.662,pop
0.0792,0.6,0.587,2w8JRVIPE3ZhnhPDdyiZda,1.27e-06,0.113,-7.169,0.0389,101.743,0.518,pop
0.000106,0.58,0.714,5rugrs91Z59l8VclVHOYv1,0.0064,0.375,-10.669,0.0422,132.032,0.332,pop
0.541,0.509,0.554,2YwonuqOA8YDpqCdyaYXHB,0.523,0.216,-9.674,0.0954,79.448,0.78,pop
0.0257,0.348,0.639,0VHyQLQEZzN2LrEhgtgZlz,0.0,0.0884,-13.894,0.101,103.169,0.172,pop
5.97e-05,0.655,0.804,4Aao8eVJ7hEjWc6Fym0YkL,0.144,0.0848,-6.277,0.0392,127.995,0.483,pop
0.875,0.522,0.281,3Far1GbTlwEXvrdbQqiknr,7.21e-06,0.0993,-13.108,0.0414,125.458,0.344,pop
0.0313,0.695,0.831,27WIIKBdsX4Kj8T5t18U7K,0.0261,0.0483,-5.955,0.0475,128.014,0.418,pop
0.956,0.822,0.247,2GVsnM31HUfDWLl87GiSxZ,0.924,0.167,-15.036,0.0947,117.592,0.308,pop
0.47,0.712,0.433,7biCtbXk4vl3INm6TIZd2k,0.0,0.178,-14.048,0.227,159.095,0.772,pop
0.175,0.79,0.893,1jo3Asji5cG6zkmNQMSFQD,4.82e-05,0.0396,-3.668,0.128,160.136,0.865,pop
0.000147,0.55,0.553,56qnz1wSbH1dId7mNxfCUy,0.0,0.148,-8.065,0.0323,140.032,0.486,pop
0.0817,0.532,0.512,0oZD5zIZbdK3hoRdDqgEW5,0.0,0.228,-11.481,0.335,104.475,0.331,pop
0.0817,0.532,0.512,0oZD5zIZbdK3hoRdDqgEW5,0.0,0.228,-11.481,0.335,104.475,0.331,pop
0.85,0.587,0.375,0EcCKm5aKhgd5AR0KOfVwl,0.789,0.113,-19.11,0.0517,120.193,0.96,pop
0.573,0.571,0.438,1TCgsjk5eQIMYq6j17VjHK,0.879,0.12,-16.468,0.0554,159.939,0.512,pop
0.573,0.571,0.438,1TCgsjk5eQIMYq6j17VjHK,0.879,0.12,-16.468,0.0554,159.939,0.512,pop
0.924,0.779,0.303,0pVDjzdKYxLwpyDQQsKXGx,0.707,0.0949,-14.174,0.0507,136.937,0.612,pop
0.97,0.339,0.00161,1AREHkCr3wOsTHCpVL38ed,0.907,0.0927,-23.713,0.0411,206.934,0.373,pop
0.97,0.339,0.00161,1AREHkCr3wOsTHCpVL38ed,0.907,0.0927,-23.713,0.0411,206.934,0.373,pop
0.976,0.695,0.299,1G1iLuLdeWvVQqmHnsf9Fh,0.891,0.282,-14.661,0.178,133.453,0.714,pop
0.0602,0.715,0.545,0SjhTitxwGrpqLCeUQyi17,0.924,0.285,-10.006,0.4,153.269,0.925,pop
0.0602,0.715,0.545,0SjhTitxwGrpqLCeUQyi17,0.924,0.285,-10.006,0.4,153.269,0.925,pop
0.577,0.721,0.646,4M9jUSd7yb7UNB46MjmJQU,0.827,0.189,-8.461,0.0903,143.3,0.314,pop
0.602,0.706,0.337,64wr2g0BAMdkN3Tez8eFqv,2.17e-06,0.108,-13.827,0.0396,134.964,0.29,pop
0.602,0.706,0.337,64wr2g0BAMdkN3Tez8eFqv,2.17e-06,0.108,-13.827,0.0396,134.964,0.29,pop
0.602,0.706,0.337,64wr2g0BAMdkN3Tez8eFqv,2.17e-06,0.108,-13.827,0.0396,134.964,0.29,rock
0.602,0.706,0.337,64wr2g0BAMdkN3Tez8eFqv,2.17e-06,0.108,-13.827,0.0396,134.964,0.29,rock
0.432,0.596,0.62,7AtIK2rq7u3cUjAgnTqBlB,1.04e-06,0.186,-8.316,0.118,137.732,0.26,pop
0.432,0.596,0.62,7AtIK2rq7u3cUjAgnTqBlB,1.04e-06,0.186,-8.316,0.118,137.732,0.26,pop
0.0235,0.467,0.5,4Y47DagnEa4sl3pUFkOF8f,6.44e-05,0.141,-7.51,0.0416,112.212,0.442,pop
0.0235,0.467,0.5,4Y47DagnEa4sl3pUFkOF8f,6.44e-05,0.141,-7.51,0.0416,112.212,0.442,pop
0.969,0.718,0.217,57ErSyaBnn7e95VusNBsEE,0.946,0.113,-11.08,0.105,156.832,0.746,pop
0.102,0.608,0.667,5MDQGFAWGG1E2sDSOyVEet,0.0,0.155,-8.242,0.0321,138.033,0.365,pop
0.96,0.545,0.488,33r3HHEL4lpN8S6CpBUgjp,0.934,0.415,-12.963,0.081,78.492,0.313,pop
0.000607,0.677,0.945,6HNNXe3V5kGJW4bFVKwYCj,0.00895,0.183,-7.201,0.079,153.022,0.839,pop
0.000607,0.677,0.945,6HNNXe3V5kGJW4bFVKwYCj,0.00895,0.183,-7.201,0.079,153.022,0.839,pop
0.941,0.657,0.352,5FE1dvy78s7DYpIfnQYNva,0.891,0.145,-13.568,0.0387,78.398,0.408,pop
0.121,0.63,0.642,3ZsHyadrVhO8JZSzqSO7tQ,1.52e-06,0.224,-8.588,0.0376,145.061,0.425,pop
0.121,0.63,0.642,3ZsHyadrVhO8JZSzqSO7tQ,1.52e-06,0.224,-8.588,0.0376,145.061,0.425,pop
0.943,0.634,0.563,6JznFM8PHhlRjfPxYdrAYD,0.731,0.109,-10.562,0.075,215.975,0.871,pop
0.656,0.486,0.339,3ILZ39Snanlqs7SDJdlqdm,0.94,0.1,-17.019,0.16,81.384,0.463,pop
0.981,0.766,0.17,2ORsnms2EMTG7NbHBtBWje,0.931,0.211,-13.342,0.103,78.459,0.154,pop
0.000203,0.22,0.945,4H2WRmClaPM8rrBeJKI0Kr,0.419,0.336,-4.303,0.0803,82.245,0.0953,pop
0.895,0.595,0.338,6BEQ9yplhEJ8FIwNnI42Cj,0.0,0.421,-9.335,0.0315,120.019,0.366,pop
0.612,0.588,0.623,2whYgAarjZjj4ikFI9VQAY,0.9,0.582,-10.738,0.052,82.161,0.275,pop
0.612,0.588,0.623,2whYgAarjZjj4ikFI9VQAY,0.9,0.582,-10.738,0.052,82.161,0.275,pop
0.000872,0.581,0.775,6oMEQvAhX4D544UJwGCNFc,1.97e-05,0.193,-7.605,0.0459,130.018,0.619,pop
0.834,0.519,0.691,3BpuLUaGW6bb49hWrARoyE,0.896,0.331,-8.796,0.065,73.457,0.929,pop
0.0522,0.641,0.646,2ourd91smY8MUq5o3wnZJ3,2.61e-06,0.067,-7.547,0.0582,82.499,0.962,pop
0.0522,0.641,0.646,2ourd91smY8MUq5o3wnZJ3,2.61e-06,0.067,-7.547,0.0582,82.499,0.962,pop
0.000322,0.591,0.778,69Xs8jgNKIjBalfFk8LWk7,0.844,0.144,-7.455,0.0289,128.019,0.358,pop
0.000322,0.591,0.778,69Xs8jgNKIjBalfFk8LWk7,0.844,0.144,-7.455,0.0289,128.019,0.358,pop
0.0589,0.511,0.754,1tMUw3uDZNIJQ9aXRZ6L9t,0.0,0.386,-2.969,0.0618,149.262,0.356,pop
0.0589,0.511,0.754,1tMUw3uDZNIJQ9aXRZ6L9t,0.0,0.386,-2.969,0.0618,149.262,0.356,pop
0.939,0.778,0.485,3IwFS43KxBkZngeYgsooSS,0.934,0.107,-12.183,0.0539,140.958,0.405,pop
0.963,0.837,0.691,40gotJ5DaEblJVG2W3Wu0V,0.949,0.149,-10.019,0.0621,156.858,0.885,pop
0.963,0.837,0.691,40gotJ5DaEblJVG2W3Wu0V,0.949,0.149,-10.019,0.0621,156.858,0.885,pop
0.917,0.62,0.416,7ERhz3EluZVcAOFYZC8I1B,0.943,0.148,-13.098,0.0762,78.454,0.957,pop
0.98,0.582,0.291,7dyAlJ7nXbvjlFxf69HOuJ,0.96,0.111,-15.567,0.198,78.242,0.616,pop
0.00101,0.581,0.899,1T0JRf5sqMuPHjgFmRhBdX,0.411,0.264,-4.979,0.0611,106.549,0.537,pop
0.00101,0.581,0.899,1T0JRf5sqMuPHjgFmRhBdX,0.411,0.264,-4.979,0.0611,106.549,0.537,rock
0.00101,0.581,0.899,1T0JRf5sqMuPHjgFmRhBdX,0.411,0.264,-4.979,0.0611,106.549,0.537,rock
0.00808,0.777,0.685,3MA4cnvyVK9uYO2PM8tYPj,4.9e-06,0.129,-5.709,0.041,102.996,0.192,pop
0.000622,0.614,0.73,2kREoSaJNXhBXIxLZFz9Wc,0.000406,0.0531,-8.087,0.0735,149.022,0.507,pop
0.000622,0.614,0.73,2kREoSaJNXhBXIxLZFz9Wc,0.000406,0.0531,-8.087,0.0735,149.022,0.507,pop
1.34e-05,0.621,0.802,5lPLtFqDdg78Tz0lJ6tywj,0.00214,0.0752,-7.001,0.031,128.028,0.359,pop
0.00921,0.495,0.769,1j01xlZmvLbGacl5mEUUk2,0.555,0.107,-6.028,0.0349,154.948,0.171,pop
0.000223,0.489,0.861,4beEEMW5RKsYaCaOfiXE5J,0.846,0.108,-6.999,0.12,170.06,0.16,pop
0.00108,0.774,0.25,28Ukc3wuPqbhWSxhoC4Jnu,0.929,0.119,-13.79,0.0585,124.032,0.04,pop
0.448,0.817,0.384,2fW5ER2xXQgeRi8Bf5WtWt,0.0,0.0856,-15.711,0.566,169.965,0.377,pop
0.0012,0.803,0.718,0KIOuY2kiCmYY907vWnaYv,0.871,0.282,-8.414,0.0485,117.999,0.374,pop
0.031,0.673,0.6,2cFVlnKiPK6jDn3bFZcItx,0.0,0.36,-8.172,0.282,89.859,0.301,pop
0.0262,0.358,0.822,7ejr33rrUbhgaoYsDcSuTC,0.564,0.344,-4.981,0.106,156.856,0.419,pop
0.0821,0.86,0.632,06OMhLqvxcrgWcK3lnEBaB,5.39e-06,0.233,-5.667,0.489,123.965,0.686,pop
0.0214,0.389,0.877,6r320DNMvoxpy1y23tv1gz,0.0,0.351,-3.451,0.27,172.778,0.464,pop
0.00108,0.412,0.761,1CQpTz3YUHda94RqtE5m7n,0.311,0.131,-10.322,0.05,195.115,0.0895,pop
0.0707,0.707,0.537,2oymiRmRk4NbDw2yEBdJfg,0.0,0.189,-5.868,0.342,162.918,0.399,pop
0.0163,0.791,0.713,50IBpeWZMOInmzelhUyGKH,0.0,0.189,-3.742,0.253,130.014,0.513,pop
0.0881,0.649,0.523,2VTep0dKOwmid9zXVqVWVA,0.875,0.055,-8.901,0.0456,125.036,0.287,pop
0.00552,0.805,0.912,3hiJ16ntvQG15ioD5xnSqX,0.00636,0.122,-3.245,0.248,134.009,0.615,pop
0.000958,0.833,0.593,6OtXI8K5yOXYmRkPxypqGc,0.0,0.0955,-9.206,0.143,155.083,0.519,pop
0.212,0.534,0.829,69kteTnFAlLgOlfPK7uPMy,0.812,0.2,-6.665,0.129,130.768,0.574,pop
0.165,0.415,0.476,4ofzsGZpYGG0DnOHjpQsqi,0.000615,0.0875,-10.447,0.0364,164.004,0.255,pop
0.378,0.62,0.588,5SMpc5K3vse4dzCsJOrLst,0.0,0.0789,-7.883,0.0359,140.034,0.439,pop
0.00019,0.681,0.954,0Vp1ChIwBvVy6dJ7Dnk8N4,0.0112,0.116,-7.086,0.221,145.024,0.383,pop
0.353,0.919,0.203,7bl7vyTvGvwwc5lhqiuauZ,0.792,0.0989,-11.299,0.0565,116.963,0.219,pop
0.195,0.626,0.914,5HeiKArSDnMTUmMBlQeTrX,1.62e-05,0.141,-4.008,0.0506,160.067,0.802,pop
0.0267,0.179,0.926,43dKZvqg7oEwIN3xtaH1FP,0.961,0.481,-4.738,0.0659,91.203,0.379,pop
0.345,0.408,0.684,1kREgLFCtFFTD0ajg0k9kL,0.00132,0.328,-12.442,0.564,83.968,0.199,pop
0.412,0.571,0.584,3WFjml7atdH3AHryAkBpId,0.752,0.0921,-9.337,0.0428,112.735,0.671,pop
0.0482,0.601,0.621,5Oo5bTQxzjhAvvqZZxbzQW,0.85,0.0735,-7.793,0.0376,99.996,0.947,pop
0.0718,0.803,0.714,1fqdqpU1p4sYMGzY1A2ZQv,0.451,0.0769,-5.958,0.0386,120.017,0.205,pop
0.187,0.703,0.705,3pGRUxQFkYJFYsanUdEcws,2.3e-06,0.181,-11.287,0.392,135.293,0.509,pop
0.0185,0.86,0.507,3lGgdJmXLKN3hjBDjdWQR2,0.0,0.0897,-10.095,0.145,99.976,0.524,pop
0.345,0.752,0.675,7wJa5744y7pd9sZ536D3NX,1.24e-06,0.138,-4.769,0.0412,123.004,0.523,pop
0.158,0.756,0.342,3OziX4Vr38MGNYT1REnndS,0.664,0.383,-11.389,0.0333,100.012,0.482,pop
0.0513,0.615,0.328,0Zcx954b1vXfRSudSowdv8,0.237,0.0914,-9.495,0.0483,170.712,0.527,pop
0.0069,0.353,0.884,1dnqaWFlyfJIDaAxaD8FpV,0.0851,0.347,-6.726,0.0914,181.261,0.377,pop
0.0116,0.757,0.331,0maQd3cdSbpKbyNUvyTUj3,0.918,0.124,-12.367,0.0365,100.283,0.552,pop
0.0181,0.584,0.46,4WBF0PejjI5UVVVtQbgFt0,0.907,0.171,-9.588,0.0315,99.992,0.118,pop
0.0408,0.959,0.568,1A8HnX1kkec4NHqRBLuN74,0.0,0.201,-12.329,0.435,123.985,0.613,pop
0.26,0.612,0.423,1Nl9YHr7ZX6ceu68XXjWhU,0.00252,0.115,-10.298,0.0323,105.084,0.507,pop
0.0193,0.721,0.706,5W6Y0LPFodPLuDWBDCfIgh,0.000657,0.0364,-7.812,0.159,140.028,0.631,pop
0.957,0.312,0.103,0bfKkqJPFvku7Vua4tIfrl,0.95,0.112,-22.34,0.0438,70.983,0.368,pop
0.572,0.41,0.892,0BvvaziSrk8CqoIxMk9MhA,0.000225,0.174,-2.151,0.0915,154.103,0.327,pop
0.00186,0.472,0.476,6pjsxOaHtOzsSGBdaBELUr,8.87e-05,0.115,-9.57,0.0261,149.896,0.293,pop
0.381,0.608,0.668,0ygPQrEmLkYcyEhtK98vf3,0.0,0.104,-8.388,0.084,75.489,0.487,pop
0.381,0.608,0.668,0ygPQrEmLkYcyEhtK98vf3,0.0,0.104,-8.388,0.084,75.489,0.487,rock
0.00336,0.533,0.909,4PCDQOHFdsx1OKgUSEIy4G,0.0201,0.178,-8.394,0.0353,149.977,0.649,pop
0.0362,0.71,0.495,0v3rr7aSFOhWr55N8g1XsG,0.173,0.0986,-10.114,0.0417,144.976,0.153,pop
0.134,0.222,0.618,0l2Ay26J2VFx92DQGK8FBQ,0.0,0.103,-6.163,0.0301,179.175,0.247,pop
0.147,0.315,0.639,21WisJZHpkL78hCldPjSKr,0.00109,0.296,-9.245,0.52,160.657,0.281,pop
0.986,0.628,0.225,0vT2DbXdhdcRrzD7NnalWO,0.961,0.118,-18.371,0.0673,156.449,0.302,pop
0.000422,0.652,0.97,7FxOEQ9e8B9UOElVrkhh6J,0.199,0.0768,-3.184,0.122,127.99,0.581,pop
0.934,0.582,0.217,7emuAS8Ui5MgMm2ggQ5UjT,0.882,0.111,-16.103,0.0308,109.883,0.276,pop
0.17,0.842,0.425,6ecyXStFPbNpQiqqH1Lv0a,0.0,0.0494,-11.068,0.199,112.993,0.467,pop
0.869,0.266,0.318,42ZKnJYkjzkOKRnBhodYdw,0.909,0.117,-12.414,0.0867,78.536,0.208,pop
0.0533,0.568,0.874,5jRzAfGeeAkDdKghRxTRiP,0.849,0.118,-10.386,0.0672,159.999,0.283,pop
0.0475,0.326,0.344,3mgU4b1iitwQeEutTnKQCj,0.712,0.101,-8.39,0.0279,94.655,0.195,pop
0.204,0.891,0.513,3glYCSWJogWAc87nKvZL4P,0.000596,0.0695,-9.62,0.276,126.044,0.498,pop
0.011,0.679,0.319,4mENrkLq8NMO03AMcToIef,0.688,0.0752,-17.565,0.084,197.962,0.421,pop
0.011,0.679,0.319,4mENrkLq8NMO03AMcToIef,0.688,0.0752,-17.565,0.084,197.962,0.421,rock
0.935,0.698,0.492,713bpqU8RXe1XAjZl8ClUE,0.94,0.168,-13.292,0.15,82.094,0.574,pop
0.745,0.478,0.999,6KbEC76rUxv4BDJXApQzzh,0.688,0.359,-6.203,0.118,155.755,0.163,pop
0.745,0.478,0.999,6KbEC76rUxv4BDJXApQzzh,0.688,0.359,-6.203,0.118,155.755,0.163,rock
0.0456,0.603,0.328,4b26YBWqqhqrWCWTSua2rq,0.213,0.0928,-12.303,0.0377,91.612,0.399,pop
0.00174,0.702,0.653,6odLlR8GmHHdYbFd7GIrqB,0.231,0.3,-7.378,0.0253,111.427,0.478,pop
0.00174,0.702,0.653,6odLlR8GmHHdYbFd7GIrqB,0.231,0.3,-7.378,0.0253,111.427,0.478,rock
0.00842,0.604,0.849,3N03hlUySlnz5J3jPqc3oI,0.727,0.212,-8.303,0.0738,139.973,0.418,pop
0.000522,0.778,0.796,6qGu6Y4NO6nYarVs4IDM07,0.0126,0.383,-6.265,0.119,74.586,0.198,pop
0.149,0.549,0.931,3rLGIxhKbVKLfpA6SvNtPZ,0.696,0.107,-3.659,0.0434,160.029,0.32,pop
0.00487,0.505,0.928,4sjx2AlzSoAnyqF80kANPq,0.436,0.168,-7.108,0.0907,164.987,0.219,pop
0.000429,0.137,0.986,1pivaaHs8tNeFACauJ0nJP,0.000911,0.366,-3.535,0.0929,164.134,0.238,pop
0.000429,0.137,0.986,1pivaaHs8tNeFACauJ0nJP,0.000911,0.366,-3.535,0.0929,164.134,0.238,rock
0.000429,0.137,0.986,1pivaaHs8tNeFACauJ0nJP,0.000911,0.366,-3.535,0.0929,164.134,0.238,rock
0.932,0.258,0.627,1IvVp4RTYnPcObVCmZDbUA,0.816,0.0834,-5.872,0.055,132.982,0.194,pop
0.00084,0.673,0.939,4OYVS2JmR3wPlnMn0FTcF2,0.0,0.197,-2.263,0.0816,128.002,0.591,pop
0.828,0.714,0.387,0CspRmb5JrdweOpUg6nRgj,0.00199,0.119,-12.265,0.028,97.992,0.624,pop
0.0181,0.248,0.838,1C3k0cDATKQ7vgZR6BFGNg,0.00234,0.15,-3.876,0.0593,168.184,0.346,pop
0.00279,0.543,0.795,0aJAfW7ceeJlYSkgnveNXR,0.122,0.333,-4.82,0.0437,134.698,0.548,pop
0.293,0.806,0.568,001QWLKxjJ3hfk0OvhMihV,0.0,0.136,-6.377,0.0494,144.036,0.902,pop
0.107,0.635,0.498,7FJ0epDrOfnT9QZHYoTgRL,0.507,0.124,-11.384,0.235,153.285,0.888,pop
0.987,0.427,0.327,7BeyMsOaKfNqvTmQji9VNV,0.835,0.134,-11.904,0.229,88.2,0.654,pop
0.24,0.725,0.452,53v2GnvQtxI2qRWTb03dIe,0.11,0.115,-9.235,0.0391,94.738,0.19,pop
0.276,0.702,0.554,10um63bk9vtRg5tAmv6H1b,0.0,0.127,-10.934,0.236,149.824,0.294,pop
3.28e-05,0.161,0.948,0czk1ho2y5NxOuGHWB5Hz0,0.00114,0.384,-3.087,0.2,170.053,0.287,pop
0.987,0.527,0.584,5pr59tAAP0xDAlxI2dY1pR,0.934,0.212,-12.732,0.11,78.454,0.237,pop
0.0209,0.657,0.655,5oaGHzvZnpgOFxHwTOZf7Z,0.000309,0.508,-6.664,0.0381,128.029,0.504,pop
0.00319,0.535,0.687,1DDDhPKQBeV2ex7oEp1wza,0.0,0.0801,-8.974,0.03,132.999,0.144,pop
0.00138,0.894,0.863,2fWkdeVyPJGK2ZezVu56sa,0.834,0.0513,-5.797,0.0788,126.965,0.656,pop
0.00014,0.397,0.942,1ARKC9OuQkYkXowqIACKOy,0.00158,0.256,-5.691,0.048,155.084,0.646,pop
0.68,0.87,0.136,4ygZ19iD7HGgi2aZIlSDf7,0.809,0.101,-16.457,0.0879,94.663,0.746,pop
0.278,0.786,0.591,6Sb7ybsxkFkoQX2fX2DS7Q,0.9,0.661,-4.758,0.0406,153.188,0.731,pop
0.00115,0.807,0.762,1WNAjS7MoOHHHNMKHO5Saa,0.571,0.0621,-6.397,0.071,124.98,0.748,pop
0.00115,0.807,0.762,1WNAjS7MoOHHHNMKHO5Saa,0.571,0.0621,-6.397,0.071,124.98,0.748,rock
0.00115,0.807,0.762,1WNAjS7MoOHHHNMKHO5Saa,0.571,0.0621,-6.397,0.071,124.98,0.748,rock
0.00012,0.437,0.68,5wxq5P4ncjxivJJ8wfNrLv,0.829,0.104,-12.14,0.0467,182.017,0.0433,pop
0.00035,0.451,0.624,1mZ9cJ2ZSKYfB1RMyGIPGd,0.914,0.388,-8.376,0.0555,159.972,0.0369,pop
0.0265,0.588,0.822,3ODRIxXvrztf8MTCp5O7ya,0.243,0.112,-6.649,0.036,146.985,0.248,pop
0.486,0.785,0.182,6yih2KPCoILNXiV9N9ENsf,0.894,0.108,-19.409,0.107,95.001,0.972,pop
0.0324,0.575,0.836,4m5hR3jb4ZBQxHzNPho61B,0.486,0.616,-11.43,0.0741,96.137,0.226,pop
0.411,0.667,0.545,0yZp2zHEikLmFUpvuAbHx9,0.87,0.107,-17.053,0.0618,162.967,0.874,pop
0.332,0.717,0.319,7yEs1twbDBGtpntFZM1gx3,0.873,0.107,-4.932,0.149,31.046,0.581,pop
0.26,0.708,0.46,0ZcHLmfJpKuVMiswitbNsl,0.909,0.248,-7.764,0.18,76.556,0.71,pop
0.282,0.821,0.274,3qY2tMx0SsJqMPTLE3embF,5.21e-06,0.0842,-13.357,0.244,119.97,0.0641,pop
0.282,0.821,0.274,3qY2tMx0SsJqMPTLE3embF,5.21e-06,0.0842,-13.357,0.244,119.97,0.0641,rock
0.129,0.724,0.696,4uB21s9wcZyRRfzL0dkhMd,0.0,0.111,-5.53,0.0435,137.938,0.965,pop
0.00655,0.537,0.655,1iYfohvz1e40twSUOfMII7,0.0,0.171,-7.781,0.0373,124.96,0.176,pop
0.167,0.879,0.698,28PPikjts7XpKsh2pYu0UN,0.777,0.0998,-7.36,0.0425,127.999,0.787,pop
0.000114,0.431,0.913,00c4pL0HZZj64c4rpKr7Ic,0.02,0.464,-5.012,0.0967,84.94,0.813,pop
0.00501,0.45,0.517,1QSaQAx6v7GGOPMviOrXUK,0.0126,0.152,-7.579,0.111,160.09,0.0416,pop
0.624,0.631,0.467,7zPAenIjv2YXsQ8I1Ggekq,0.931,0.164,-9.116,0.0271,111.859,0.233,pop
0.931,0.641,0.581,0fWWrq5vAivbPwe0HUiKM0,0.948,0.168,-11.245,0.0866,78.398,0.763,pop
0.0292,0.558,0.739,2ibasJk8Qx4VIINUAfU20t,1.63e-06,0.405,-9.304,0.309,150.064,0.657,pop
0.00814,0.606,0.919,2V7U6kl8MacjVHdJpKDayi,0.428,0.102,-3.901,0.13,128.006,0.191,pop
0.448,0.719,0.387,2QEzpT8XKdCnq2ZZ2gP7L4,0.891,0.106,-12.441,0.0295,102.151,0.228,pop
0.0543,0.846,0.551,5XV9TMsGKM89cVGQrM5pVT,0.00461,0.0809,-6.904,0.186,141.042,0.653,pop
0.00127,0.659,0.831,0VVKKAXn41aAysZFIIcOoG,0.00121,0.0482,-4.691,0.0815,127.985,0.949,pop
0.018,0.757,0.629,5WErVAN1uk0DAINZpwZwxN,0.0,0.339,-5.582,0.125,129.946,0.711,pop
0.000441,0.396,0.982,3VaSzcRfXicI6B3efqSQ4C,0.829,0.412,-6.068,0.0875,163.885,0.311,pop
0.209,0.833,0.258,2wf4MYNDvQBEFIaCeJ0xA5,0.564,0.0987,-20.754,0.298,76.445,0.412,pop
0.394,0.293,0.74,5krUBPxTrKH8uF7uabW39i,0.98,0.687,-4.197,0.279,167.765,0.435,pop
0.000565,0.467,0.98,5010kejNo81JMt25h4bZEi,0.0,0.322,-1.947,0.22,97.555,0.492,pop
0.000249,0.691,0.9,6NSdkuxxiqhJNNqpkdD3jX,0.145,0.0769,-7.648,0.117,150.026,0.331,pop
0.00119,0.442,0.857,5oovUuNc9lL8U5h0HWGnSA,0.0493,0.779,-9.049,0.0513,131.788,0.254,pop
0.332,0.589,0.675,4OE0AbcVoajZwf6lH090BL,0.0,0.328,-11.134,0.424,83.039,0.491,pop
0.55,0.748,0.264,5uUhXRLREtbT58B3xEZpEL,1.55e-05,0.12,-9.382,0.0459,139.999,0.174,pop
0.55,0.748,0.264,5uUhXRLREtbT58B3xEZpEL,1.55e-05,0.12,-9.382,0.0459,139.999,0.174,rock
0.00641,0.53,0.819,7M7mpWHBF60CgUQfIVORAI,1.7e-06,0.294,-9.929,0.136,88.279,0.583,pop
0.00641,0.53,0.819,7M7mpWHBF60CgUQfIVORAI,1.7e-06,0.294,-9.929,0.136,88.279,0.583,rock
1.89e-05,0.464,0.945,4KvMFgsNyWMkuRuADRbmbq,0.0893,0.236,-6.576,0.0439,91.32,0.606,pop
0.0162,0.704,0.908,1AkqeRzLKc6v3YJwNbGDZV,0.013,0.398,-3.979,0.0675,142.002,0.771,pop
0.0162,0.704,0.908,1AkqeRzLKc6v3YJwNbGDZV,0.013,0.398,-3.979,0.0675,142.002,0.771,rock
0.0162,0.704,0.908,1AkqeRzLKc6v3YJwNbGDZV,0.013,0.398,-3.979,0.0675,142.002,0.771,rock
0.123,0.292,0.895,2eaEbhdJMtqNgIwY70NysL,2.64e-06,0.124,-5.657,0.257,97.034,0.488,pop
0.00627,0.616,0.658,4XmV2N22hPRJiHrcAcQqde,9.85e-06,0.0712,-8.013,0.0416,132.016,0.685,pop
0.045,0.501,0.529,3J6eqASj16pyyuEr2DFkiI,0.0,0.106,-11.441,0.0794,151.782,0.214,pop
0.0167,0.872,0.515,4Yv4pgtjL4UfXcMZ6nyTtD,0.018,0.0828,-11.598,0.0472,124.008,0.443,pop
4.82e-05,0.32,0.907,2BaiJIRtxrS2KbQ1Co08d8,0.00266,0.413,-6.216,0.0719,189.199,0.448,pop
0.799,0.592,0.816,2Piq1bflGGWTuc6zBnielt,0.921,0.111,-7.237,0.0482,134.974,0.435,pop
0.975,0.505,0.604,6ug2Hzq2jYi6VzhvTzJxve,0.937,0.635,-10.574,0.0646,78.449,0.151,pop
0.00349,0.692,0.728,4K5XiU2qjTuID26ymc2NI7,0.000331,0.138,-11.883,0.0644,109.98,0.268,pop
0.497,0.563,0.574,2ENWgq8CbpsSOxMv232cI9,0.204,0.249,-9.798,0.0641,140.023,0.159,pop
0.826,0.347,0.816,7ffkHjyDmNQBMDdxZmAx0K,0.86,0.127,-9.123,0.0365,147.412,0.0691,pop
0.841,0.846,0.141,4Y8MICaixstz2SfxUgkhRD,0.927,0.107,-16.634,0.408,133.925,0.205,pop
0.849,0.637,0.304,7orOyKAxMxc6SHBucMvneM,0.0,0.831,-22.696,0.863,114.614,0.502,pop
0.922,0.694,0.298,7Mr8HceFoOzpq2sCcSwFbr,0.951,0.119,-11.209,0.0397,78.39,0.754,pop
0.024,0.754,0.74,4X3E2yWfQEE25fmQACyz9t,0.827,0.11,-10.198,0.0317,114.016,0.484,pop
0.0582,0.581,0.796,7bCsIIDwUU3Qv9t8cspiGj,0.647,0.142,-3.635,0.142,185.876,0.716,pop
0.139,0.646,0.841,6Gn14G3BFSjETLzebUBBqo,0.00392,0.174,-7.179,0.0364,114.986,0.622,pop
0.331,0.835,0.746,5e1tV4nr7e7KQNhX6QtvI4,0.0,0.108,-7.652,0.239,74.981,0.726,pop
0.945,0.65,0.404,1MdDgREr0YiIsiAm0C7Ek9,0.967,0.153,-13.001,0.0711,78.375,0.0965,pop
0.000135,0.257,0.557,6TrDLBv2IYvNzn0TUbpRry,0.448,0.308,-7.752,0.0393,79.922,0.0385,pop
0.0307,0.681,0.974,7yh96zKYvMC2W6ykInqoqO,0.684,0.333,-4.072,0.341,120.048,0.757,pop
0.00358,0.703,0.708,4NhjZT9YG546ni8Pokkyku,0.000263,0.0682,-7.123,0.221,140.022,0.631,pop
