acousticness,danceability,energy,id,instrumentalness,liveness,loudness,speechiness,tempo,valence,genre
0.0191,0.683,0.798,5zbgGbkUohez6Dw9Jm3CCk,0.00091,0.0814,-4.55,0.264,167.027,0.3,rap
0.32,0.757,0.401,1jrXkTUvj89cIcntRIaZSk,5.56e-05,0.0997,-13.358,0.179,121.027,0.0793,rap
0.0238,0.491,0.7,00gUyDnyZRVD3hJ8JWJCZH,0.0,0.109,-6.334,0.4,85.493,0.244,rap
0.0876,0.551,0.738,5WGhMm8ges62uBOPIPcifb,0.0,0.291,-5.291,0.242,74.0,0.362,rap
0.0221,0.765,0.282,2Fg1V6mDhmhxAaH2HYYiS8,0.849,0.249,-9.175,0.0998,134.961,0.547,rap
0.0519,0.584,0.809,4H1LOYUwhDzucyDcLkyclj,0.0273,0.45,-5.746,0.0453,89.007,0.291,rap
0.105,0.622,0.419,5JVYPQvKtjtQR6CGYZ1kfC,0.0,0.0781,-13.879,0.408,140.062,0.544,rap
0.0224,0.634,0.919,3NpLKaF8hanV8UqMa3ssSW,0.775,0.112,-9.686,0.0651,92.494,0.238,rap
0.0224,0.634,0.919,3NpLKaF8hanV8UqMa3ssSW,0.775,0.112,-9.686,0.0651,92.494,0.238,jazz
0.0224,0.634,0.919,3NpLKaF8hanV8UqMa3ssSW,0.775,0.112,-9.686,0.0651,92.494,0.238,rock
0.0209,0.67,0.635,6Sz5jQnwKX1uusaKpoDTl8,0.0,0.112,-8.015,0.0346,112.96,0.18,rap
0.313,0.466,0.841,7lcFT5vAfwLJLi1ocGqSxn,0.0123,0.179,-7.026,0.0504,110.016,0.349,rap
0.313,0.466,0.841,7lcFT5vAfwLJLi1ocGqSxn,0.0123,0.179,-7.026,0.0504,110.016,0.349,rock
0.24,0.412,0.596,5bjWIOUYS0x2Z7BXIOL9jT,7.7e-06,0.38,-8.747,0.203,171.658,0.174,rap
0.24,0.412,0.596,5bjWIOUYS0x2Z7BXIOL9jT,7.7e-06,0.38,-8.747,0.203,171.658,0.174,pop
0.24,0.412,0.596,5bjWIOUYS0x2Z7BXIOL9jT,7.7e-06,0.38,-8.747,0.203,171.658,0.174,rock
0.24,0.412,0.596,5bjWIOUYS0x2Z7BXIOL9jT,7.7e-06,0.38,-8.747,0.203,171.658,0.174,rock
0.00689,0.729,0.461,5n3xrzwePFvU78qAzwtGv4,0.0919,0.163,-7.733,0.065,150.049,0.573,rap
0.412,0.769,0.348,69wwv9LBPAMIN9Svah12k4,0.933,0.0741,-14.914,0.143,151.023,0.699,rap
0.0141,0.901,0.658,5UjW5E3vVwtWdaIPSTQXVi,0.862,0.108,-7.698,0.0692,130.0,0.207,rap
0.522,0.707,0.325,5MBYplktTi1nkDhdl8Nckk,0.739,0.069,-9.77,0.0755,86.044,0.479,rap
5.7e-05,0.377,0.895,6C14YwdWxpwcpEEZJb4bys,0.837,0.125,-6.727,0.0485,93.627,0.737,rap
0.338,0.649,0.718,7a0B220c86ultle6seWzRU,0.0181,0.179,-7.011,0.129,88.032,0.408,rap
0.0378,0.643,0.284,5sE4aeDHnF9Fpwshosxw7A,0.804,0.209,-12.918,0.0264,87.627,0.33,rap
0.0872,0.515,0.942,5kGldckuf9TbkVPoSCQloO,0.868,0.133,-5.927,0.0437,74.966,0.33,rap
0.457,0.688,0.714,25XhFUaldkbtJeTRxxhmur,1.97e-05,0.744,-8.381,0.0808,91.009,0.336,rap
0.000929,0.743,0.366,4D9JN1rY4tURTs47kxhuOU,0.956,0.105,-16.208,0.0878,182.849,0.574,rap
0.127,0.921,0.376,5XIeCMzJFxH4xpJehPJsKM,0.774,0.116,-13.927,0.307,142.923,0.854,rap
0.127,0.921,0.376,5XIeCMzJFxH4xpJehPJsKM,0.774,0.116,-13.927,0.307,142.923,0.854,pop
0.127,0.921,0.376,5XIeCMzJFxH4xpJehPJsKM,0.774,0.116,-13.927,0.307,142.923,0.854,rock
0.0259,0.694,0.174,1CceT8OPcwEgjutjZGGwru,0.945,0.129,-14.23,0.215,149.971,0.87,rap
0.29,0.727,0.36,1VGLz58qcYNjutAtKkQTvN,0.47,0.0833,-9.188,0.0594,87.005,0.744,rap
0.0147,0.558,0.605,38JEMjC2Es6T58SRZs06U7,0.0,0.0852,-9.346,0.423,172.05,0.578,rap
0.0147,0.558,0.605,38JEMjC2Es6T58SRZs06U7,0.0,0.0852,-9.346,0.423,172.05,0.578,pop
0.431,0.862,0.183,5VSO6IC6IEKfgbufG0rwK1,0.382,0.0981,-14.824,0.143,119.001,0.132,rap
0.848,0.64,0.417,50Yg6gIFEAfJbfr2f7KRL4,0.902,0.139,-12.646,0.0574,80.045,0.659,rap
0.0124,0.845,0.397,1Utn9O3G1tXkyIz2dkaR43,0.00947,0.353,-13.249,0.0657,92.007,0.404,rap
0.0124,0.845,0.397,1Utn9O3G1tXkyIz2dkaR43,0.00947,0.353,-13.249,0.0657,92.007,0.404,pop
0.79,0.632,0.28,1wzAqktGHyiY0X5lMWAhXL,0.0,0.34,-11.489,0.0292,95.154,0.21,rap
0.79,0.632,0.28,1wzAqktGHyiY0X5lMWAhXL,0.0,0.34,-11.489,0.0292,95.154,0.21,pop
0.79,0.632,0.28,1wzAqktGHyiY0X5lMWAhXL,0.0,0.34,-11.489,0.0292,95.154,0.21,rock
0.79,0.632,0.28,1wzAqktGHyiY0X5lMWAhXL,0.0,0.34,-11.489,0.0292,95.154,0.21,rock
0.319,0.343,0.6,6OdddkLzSh9HmQv3LsZMaM,0.778,0.0807,-10.15,0.0457,128.042,0.0551,rap
0.319,0.343,0.6,6OdddkLzSh9HmQv3LsZMaM,0.778,0.0807,-10.15,0.0457,128.042,0.0551,rock
0.319,0.343,0.6,6OdddkLzSh9HmQv3LsZMaM,0.778,0.0807,-10.15,0.0457,128.042,0.0551,rock
0.059,0.708,0.946,6kXCp33N78HZZm2KeYhFEt,0.0,0.315,-6.835,0.851,154.944,0.249,rap
0.059,0.708,0.946,6kXCp33N78HZZm2KeYhFEt,0.0,0.315,-6.835,0.851,154.944,0.249,pop
0.0586,0.691,0.647,76HGIdhvXTmD2weUJDz3vt,0.874,0.0834,-12.527,0.041,120.006,0.0383,rap
0.0586,0.691,0.647,76HGIdhvXTmD2weUJDz3vt,0.874,0.0834,-12.527,0.041,120.006,0.0383,pop
0.0586,0.691,0.647,76HGIdhvXTmD2weUJDz3vt,0.874,0.0834,-12.527,0.041,120.006,0.0383,rock
0.126,0.68,0.616,2b1PLKmvgZvOxDcQlKkvzN,0.0,0.269,-7.386,0.0438,142.01,0.358,rap
0.126,0.68,0.616,2b1PLKmvgZvOxDcQlKkvzN,0.0,0.269,-7.386,0.0438,142.01,0.358,rock
0.00116,0.766,0.721,2g78b4SlgrRAgUydsqWPAj,0.015,0.0883,-5.539,0.0568,113.879,0.719,rap
0.00116,0.766,0.721,2g78b4SlgrRAgUydsqWPAj,0.015,0.0883,-5.539,0.0568,113.879,0.719,pop
0.00116,0.766,0.721,2g78b4SlgrRAgUydsqWPAj,0.015,0.0883,-5.539,0.0568,113.879,0.719,rock
0.472,0.762,0.484,1jMXQ1GNGQY46E1miB0Sp0,0.911,0.139,-5.775,0.0532,145.99,0.565,rap
0.614,0.909,0.506,7utJCbSjnP1jJCdf9bsvSz,0.000553,0.167,-8.79,0.133,119.993,0.63,rap
0.162,0.876,0.404,6GKQys0ma7GavXMQnWgXXI,0.879,0.256,-10.932,0.107,145.062,0.598,rap
0.00122,0.659,0.979,0D01eFBzrhdUFO5fG7NrQb,0.893,0.368,-3.401,0.0621,112.017,0.545,rap
0.611,0.581,0.68,5gm1qinkzQCv3Jfn7zNFrl,1.42e-05,0.112,-8.562,0.056,57.447,0.144,rap
0.611,0.581,0.68,5gm1qinkzQCv3Jfn7zNFrl,1.42e-05,0.112,-8.562,0.056,57.447,0.144,pop
0.611,0.581,0.68,5gm1qinkzQCv3Jfn7zNFrl,1.42e-05,0.112,-8.562,0.056,57.447,0.144,rock
0.611,0.581,0.68,5gm1qinkzQCv3Jfn7zNFrl,1.42e-05,0.112,-8.562,0.056,57.447,0.144,rock
0.453,0.841,0.66,49pF6VXgtEbwxY5OmCdMHN,0.315,0.633,-8.616,0.0905,120.049,0.56,rap
0.453,0.841,0.66,49pF6VXgtEbwxY5OmCdMHN,0.315,0.633,-8.616,0.0905,120.049,0.56,rock
0.453,0.841,0.66,49pF6VXgtEbwxY5OmCdMHN,0.315,0.633,-8.616,0.0905,120.049,0.56,rock
0.227,0.63,0.576,3xNKJml2nZCL83NCDy1d7n,3.25e-06,0.173,-8.567,0.393,150.029,0.419,rap
0.227,0.63,0.576,3xNKJml2nZCL83NCDy1d7n,3.25e-06,0.173,-8.567,0.393,150.029,0.419,pop
0.111,0.896,0.32,7rMCD6llPMG1897hVoz8wT,0.892,0.11,-17.152,0.068,120.004,0.44,rap
0.0146,0.596,0.513,5YuTtdPFlymsaUh5oJsDHF,0.0,0.0904,-5.889,0.27,163.762,0.295,rap
2.31e-05,0.371,0.932,6TGgtpgLSjZCAxng1FT7w4,0.00487,0.34,-4.646,0.0898,168.091,0.243,rap
2.31e-05,0.371,0.932,6TGgtpgLSjZCAxng1FT7w4,0.00487,0.34,-4.646,0.0898,168.091,0.243,pop
1.23e-05,0.546,0.871,3ffs9xpdHOkIRoG1LMak9c,0.489,0.0658,-5.699,0.0324,118.004,0.771,rap
1.23e-05,0.546,0.871,3ffs9xpdHOkIRoG1LMak9c,0.489,0.0658,-5.699,0.0324,118.004,0.771,rock
1.23e-05,0.546,0.871,3ffs9xpdHOkIRoG1LMak9c,0.489,0.0658,-5.699,0.0324,118.004,0.771,rock
0.0362,0.613,0.519,6TR5tCM0P9s6CH9oVkIcEB,0.817,0.0618,-14.941,0.0327,132.008,0.246,rap
0.0362,0.613,0.519,6TR5tCM0P9s6CH9oVkIcEB,0.817,0.0618,-14.941,0.0327,132.008,0.246,pop
0.0362,0.613,0.519,6TR5tCM0P9s6CH9oVkIcEB,0.817,0.0618,-14.941,0.0327,132.008,0.246,rock
0.00385,0.611,0.504,1cLnweXNbnJyvjcgkuoRbJ,0.0,0.0861,-6.112,0.0637,157.14,0.297,rap
0.373,0.891,0.259,2AqFwJ9VzxVhHMUFTHuyjc,0.541,0.0606,-16.022,0.125,140.007,0.542,rap
0.105,0.761,0.284,1Uv0WtdVagNbBW5Ee0iYY3,0.875,0.0971,-14.155,0.239,142.094,0.499,rap
0.00568,0.639,0.762,1yD8LXWqpJG57gBSHxRn9W,0.0,0.0593,-5.22,0.0316,129.97,0.0397,rap
0.578,0.831,0.417,3ORBUwnqa5jPZ8yA0cO5Sy,0.0,0.0585,-7.316,0.156,128.096,0.53,rap
0.578,0.831,0.417,3ORBUwnqa5jPZ8yA0cO5Sy,0.0,0.0585,-7.316,0.156,128.096,0.53,pop
0.578,0.831,0.417,3ORBUwnqa5jPZ8yA0cO5Sy,0.0,0.0585,-7.316,0.156,128.096,0.53,rock
0.499,0.551,0.402,0Q7qMBoObsELKffRkZV4k5,0.861,0.0487,-11.167,0.0578,148.326,0.534,rap
0.499,0.551,0.402,0Q7qMBoObsELKffRkZV4k5,0.861,0.0487,-11.167,0.0578,148.326,0.534,pop
0.499,0.551,0.402,0Q7qMBoObsELKffRkZV4k5,0.861,0.0487,-11.167,0.0578,148.326,0.534,rock
0.349,0.684,0.831,0wX47QWCNoGqfbIFmKrt0a,0.0,0.134,-5.183,0.322,180.107,0.696,rap
0.0102,0.746,0.688,35a7w0IwYXom8ryd4yzpsE,0.895,0.0639,-14.703,0.0865,156.012,0.4,rap
0.579,0.719,0.421,1WGmrXKhlMseHiTabJxRCP,0.881,0.0763,-14.045,0.118,109.082,0.144,rap
0.579,0.719,0.421,1WGmrXKhlMseHiTabJxRCP,0.881,0.0763,-14.045,0.118,109.082,0.144,pop
0.579,0.719,0.421,1WGmrXKhlMseHiTabJxRCP,0.881,0.0763,-14.045,0.118,109.082,0.144,rock
0.579,0.719,0.421,1WGmrXKhlMseHiTabJxRCP,0.881,0.0763,-14.045,0.118,109.082,0.144,rock
0.324,0.287,0.314,3ZSBsbKGeDCYnKd7ygSdy3,0.749,0.164,-12.83,0.0398,94.191,0.0381,rap
0.531,0.763,0.563,1ot9J4mFlK7Bllvbz5QYFL,3.42e-06,0.186,-9.202,0.249,140.175,0.398,rap
0.531,0.763,0.563,1ot9J4mFlK7Bllvbz5QYFL,3.42e-06,0.186,-9.202,0.249,140.175,0.398,rock
0.000189,0.355,0.844,3uud6XWkvKk2qK2IBh5ATm,2.7e-05,0.771,-4.084,0.0731,112.585,0.381,rap
0.000189,0.355,0.844,3uud6XWkvKk2qK2IBh5ATm,2.7e-05,0.771,-4.084,0.0731,112.585,0.381,pop
0.000189,0.355,0.844,3uud6XWkvKk2qK2IBh5ATm,2.7e-05,0.771,-4.084,0.0731,112.585,0.381,rock
0.000189,0.355,0.844,3uud6XWkvKk2qK2IBh5ATm,2.7e-05,0.771,-4.084,0.0731,112.585,0.381,rock
0.539,0.744,0.502,5wxfqaPPlRJh9JkS9iIobj,0.311,0.0989,-6.499,0.0327,142.007,0.301,rap
0.215,0.769,0.74,3XtWJaVZAcxrJygW0jLJpt,0.000371,0.129,-7.112,0.339,147.046,0.58,rap
0.0193,0.711,0.529,2OATsD0zsnWpx6jHRvPcXE,0.0,0.0949,-9.04,0.398,128.121,0.531,rap
0.246,0.779,0.771,1CzEEnWDx0g0N9pTjByLyT,0.0,0.0691,-3.181,0.241,95.854,0.902,rap
0.246,0.779,0.771,1CzEEnWDx0g0N9pTjByLyT,0.0,0.0691,-3.181,0.241,95.854,0.902,pop
0.246,0.779,0.771,1CzEEnWDx0g0N9pTjByLyT,0.0,0.0691,-3.181,0.241,95.854,0.902,rock
0.246,0.779,0.771,1CzEEnWDx0g0N9pTjByLyT,0.0,0.0691,-3.181,0.241,95.854,0.902,rock
0.819,0.771,0.502,1m22bryNYqfZA9Ly0HJdfS,0.909,0.109,-10.061,0.0982,159.994,0.787,rap
0.457,0.714,0.561,0bt1mGRT3yW8RE6HtwcjFv,1.1e-05,0.089,-9.773,0.479,201.812,0.565,rap
0.457,0.714,0.561,0bt1mGRT3yW8RE6HtwcjFv,1.1e-05,0.089,-9.773,0.479,201.812,0.565,rock
0.0859,0.772,0.334,0wz3QWEyKUWdHPQbVYW20I,0.888,0.136,-17.72,0.0696,100.0,0.68,rap
0.231,0.593,0.656,0N07ABbgQnhxkrNWfHuX4E,0.0,0.353,-9.476,0.467,150.951,0.666,rap
0.231,0.593,0.656,0N07ABbgQnhxkrNWfHuX4E,0.0,0.353,-9.476,0.467,150.951,0.666,rock
0.506,0.809,0.426,1DOeHtyk15inVzAGL1MlLH,0.0,0.139,-9.142,0.0485,112.029,0.481,rap
0.00243,0.536,0.967,0QqOBwMtchrNEjVc97PACy,0.568,0.796,-5.856,0.254,169.899,0.307,rap
0.00243,0.536,0.967,0QqOBwMtchrNEjVc97PACy,0.568,0.796,-5.856,0.254,169.899,0.307,pop
0.00243,0.536,0.967,0QqOBwMtchrNEjVc97PACy,0.568,0.796,-5.856,0.254,169.899,0.307,rock
0.00243,0.536,0.967,0QqOBwMtchrNEjVc97PACy,0.568,0.796,-5.856,0.254,169.899,0.307,rock
0.258,0.457,0.759,3LnDGXYyPQKnjhvoItfQCz,0.597,0.129,-5.742,0.1,88.85,0.194,rap
0.712,0.623,0.395,66OA5HY5K6OCGMOruC7B1o,0.0,0.477,-16.656,0.924,101.306,0.488,rap
0.312,0.781,0.592,33YCliyTN1WFBQh82RALhz,0.000969,0.138,-10.095,0.0349,120.05,0.0464,rap
0.151,0.661,0.913,32sdfYEk0Z2Idl6g5S8MTj,0.0241,0.363,-3.175,0.281,140.071,0.736,rap
0.151,0.661,0.913,32sdfYEk0Z2Idl6g5S8MTj,0.0241,0.363,-3.175,0.281,140.071,0.736,pop
0.0529,0.775,0.643,2PcmsBRmotuFlHEfJoZPaM,0.133,0.242,-8.708,0.0298,110.009,0.524,rap
0.0529,0.775,0.643,2PcmsBRmotuFlHEfJoZPaM,0.133,0.242,-8.708,0.0298,110.009,0.524,pop
0.034,0.881,0.418,5Iw4hfoAQuEO55jNdROtmi,0.0,0.0856,-12.515,0.11,124.014,0.215,rap
0.034,0.881,0.418,5Iw4hfoAQuEO55jNdROtmi,0.0,0.0856,-12.515,0.11,124.014,0.215,pop
0.034,0.881,0.418,5Iw4hfoAQuEO55jNdROtmi,0.0,0.0856,-12.515,0.11,124.014,0.215,rock
0.0172,0.774,0.676,6r2GemwgcpM5VRBaSrrB8D,0.412,0.0578,-7.182,0.0591,160.02,0.494,rap
0.00402,0.561,0.838,6YHnE4st73n0bhPTGXOD29,0.00187,0.23,-4.299,0.0486,128.627,0.211,rap
0.0157,0.699,0.487,23vYh2r9q6UCy20BrZ4zIQ,3.58e-06,0.359,-11.397,0.501,154.893,0.331,rap
0.0019,0.783,0.508,53YpzutvVZp7kKVNz9XIvT,0.906,0.0758,-7.201,0.0975,76.985,0.576,rap
0.0115,0.554,0.705,6ANcfrLDxxFUieBghHmb39,1.8e-06,0.186,-8.509,0.0379,149.963,0.329,rap
0.0115,0.554,0.705,6ANcfrLDxxFUieBghHmb39,1.8e-06,0.186,-8.509,0.0379,149.963,0.329,jazz
0.035,0.79,0.829,2hyORnEBMZFdfs5SvXQhjm,0.0894,0.244,-2.502,0.116,170.193,0.771,rap
0.035,0.79,0.829,2hyORnEBMZFdfs5SvXQhjm,0.0894,0.244,-2.502,0.116,170.193,0.771,pop
0.035,0.79,0.829,2hyORnEBMZFdfs5SvXQhjm,0.0894,0.244,-2.502,0.116,170.193,0.771,pop
0.035,0.79,0.829,2hyORnEBMZFdfs5SvXQhjm,0.0894,0.244,-2.502,0.116,170.193,0.771,rock
0.699,0.455,0.473,3MBOtwwxaBmwaTnl6f7VFa,4.34e-05,0.115,-9.559,0.0298,90.016,0.124,rap
0.323,0.786,0.626,5cLxvPRq3mXgQClgewO7cG,3.22e-05,0.162,-7.526,0.191,94.991,0.593,rap
0.00374,0.798,0.922,3MGF2jLzGcnDOS5K58sSwO,0.852,0.0524,-8.304,0.0501,130.058,0.705,rap
0.108,0.524,0.37,6OTKbC5lfjW7aI3j1Hgmt5,0.859,0.23,-9.382,0.0359,144.033,0.0486,rap
0.376,0.598,0.606,5M2xxDsius1w4a603rnRII,1.53e-06,0.345,-5.844,0.204,86.839,0.553,rap
0.0137,0.78,0.584,2tubPSdS2hzHLe3EDePwTl,0.000108,0.136,-7.997,0.335,114.191,0.249,rap
0.000176,0.586,0.844,5z1pTGOYEBH2ABjZN1cyhS,0.717,0.353,-11.121,0.043,99.979,0.48,rap
0.116,0.296,0.848,24D8icFZgOLRZ0Q80G4Y4z,0.929,0.368,-12.228,0.139,167.933,0.169,rap
0.116,0.296,0.848,24D8icFZgOLRZ0Q80G4Y4z,0.929,0.368,-12.228,0.139,167.933,0.169,rock
0.777,0.402,0.488,3OjbGJcTxnGLVen2yWMEZO,1.03e-05,0.0814,-8.568,0.0574,169.949,0.621,rap
0.345,0.616,0.345,0NlVi0iW7M1x96cmh6csXI,3.35e-06,0.0955,-7.908,0.0316,114.939,0.27,rap
0.345,0.616,0.345,0NlVi0iW7M1x96cmh6csXI,3.35e-06,0.0955,-7.908,0.0316,114.939,0.27,pop
0.345,0.616,0.345,0NlVi0iW7M1x96cmh6csXI,3.35e-06,0.0955,-7.908,0.0316,114.939,0.27,rock
0.00058,0.709,0.948,40wC94aok0ZJ53e3aR12Bf,0.782,0.41,-5.203,0.0656,99.983,0.142,rap
0.00058,0.709,0.948,40wC94aok0ZJ53e3aR12Bf,0.782,0.41,-5.203,0.0656,99.983,0.142,pop
0.00058,0.709,0.948,40wC94aok0ZJ53e3aR12Bf,0.782,0.41,-5.203,0.0656,99.983,0.142,rock
0.248,0.59,0.415,1otF9HLX7SXCMk8bO7ynuZ,0.00466,0.111,-13.416,0.0304,147.941,0.164,rap
0.000101,0.533,0.528,4ZSBldgw5Hxv9wJQBqD3bk,0.0,0.0865,-7.947,0.0339,134.972,0.0693,rap
0.000101,0.533,0.528,4ZSBldgw5Hxv9wJQBqD3bk,0.0,0.0865,-7.947,0.0339,134.972,0.0693,rock
0.148,0.568,0.877,7o9od4rnt4pkfZMy7eIuvX,0.212,0.0994,-10.367,0.38,132.492,0.285,rap
0.148,0.568,0.877,7o9od4rnt4pkfZMy7eIuvX,0.212,0.0994,-10.367,0.38,132.492,0.285,pop
0.148,0.568,0.877,7o9od4rnt4pkfZMy7eIuvX,0.212,0.0994,-10.367,0.38,132.492,0.285,rock
0.164,0.705,0.454,419krVSCUBWmxtngWcsYiT,0.0,0.0971,-7.55,0.129,149.841,0.455,rap
0.0144,0.73,0.63,41xbbiGw3uFESxrsD96j7a,0.0,0.0958,-10.317,0.282,94.005,0.353,rap
0.0146,0.8,0.802,2dAEXAMy3oN6GEfz0HnAZu,0.546,0.0899,-11.613,0.121,121.018,0.424,rap
0.106,0.596,0.378,0rHpxAs7zJO4GtrjQgfhtx,0.923,0.307,-13.548,0.0436,140.146,0.953,rap
0.0409,0.725,0.593,2CTXIv1MJRRNPAuyb5E16N,0.908,0.139,-5.767,0.0406,140.056,0.398,rap
0.378,0.721,0.112,79ITEQ8suCHTk9vfc3UBod,0.874,0.103,-18.232,0.119,144.077,0.607,rap
0.0102,0.654,0.689,06PzkPjLzVkPnw0V98CufI,4.61e-06,0.481,-5.977,0.0846,92.46,0.329,rap
0.0102,0.654,0.689,06PzkPjLzVkPnw0V98CufI,4.61e-06,0.481,-5.977,0.0846,92.46,0.329,rock
0.0122,0.769,0.449,0RZhGPhbQXoSKpRU97xxao,6.43e-05,0.105,-8.525,0.114,115.03,0.413,rap
0.0122,0.769,0.449,0RZhGPhbQXoSKpRU97xxao,6.43e-05,0.105,-8.525,0.114,115.03,0.413,pop
0.0122,0.769,0.449,0RZhGPhbQXoSKpRU97xxao,6.43e-05,0.105,-8.525,0.114,115.03,0.413,rock
0.0028,0.855,0.536,6Qn2oHULxQc4YPA2mmwQ8x,0.0619,0.0424,-7.798,0.0903,124.973,0.848,rap
0.0028,0.855,0.536,6Qn2oHULxQc4YPA2mmwQ8x,0.0619,0.0424,-7.798,0.0903,124.973,0.848,pop
0.0028,0.855,0.536,6Qn2oHULxQc4YPA2mmwQ8x,0.0619,0.0424,-7.798,0.0903,124.973,0.848,rock
0.0028,0.855,0.536,6Qn2oHULxQc4YPA2mmwQ8x,0.0619,0.0424,-7.798,0.0903,124.973,0.848,rock
0.199,0.667,0.428,5IruJoRbDSj945Nenl0sP5,2.96e-05,0.286,-12.891,0.363,90.213,0.421,rap
0.176,0.58,0.372,7cCkK3Jm4vD01HIRnvPAqO,0.000803,0.274,-10.467,0.213,76.064,0.313,rap
8.88e-06,0.624,0.423,6DhJmUxo99eDHPoSWx3IBo,0.805,0.249,-6.211,0.0307,90.015,0.715,rap
0.723,0.549,0.424,68NbfDNngRDl4V6OE8wLHT,8.88e-05,0.0945,-12.369,0.0351,114.972,0.268,rap
0.723,0.549,0.424,68NbfDNngRDl4V6OE8wLHT,8.88e-05,0.0945,-12.369,0.0351,114.972,0.268,pop
0.723,0.549,0.424,68NbfDNngRDl4V6OE8wLHT,8.88e-05,0.0945,-12.369,0.0351,114.972,0.268,rock
0.246,0.687,0.937,0fl0sr7avZzpX2L6QuLcDG,0.156,0.168,-6.341,0.189,155.014,0.739,rap
0.00218,0.774,0.589,21LDU9aAwH4uvh8AlYLgwZ,0.782,0.13,-7.656,0.107,175.214,0.514,rap
0.00984,0.733,0.294,4hb3tiVyWtZaIJ62mACY0z,0.699,0.0879,-12.958,0.0452,110.063,0.281,rap
0.185,0.779,0.326,6zKDh0i90chprroKu0Blpa,0.758,0.123,-12.617,0.0404,140.188,0.44,rap
0.185,0.779,0.326,6zKDh0i90chprroKu0Blpa,0.758,0.123,-12.617,0.0404,140.188,0.44,rap
0.00519,0.219,0.878,48o7pwThzrUR0loOdo2ttV,0.95,0.304,-6.298,0.0844,169.534,0.345,rap
0.00519,0.219,0.878,48o7pwThzrUR0loOdo2ttV,0.95,0.304,-6.298,0.0844,169.534,0.345,rap
0.00519,0.219,0.878,48o7pwThzrUR0loOdo2ttV,0.95,0.304,-6.298,0.0844,169.534,0.345,rock
0.158,0.83,0.308,0MrnlutYpe0n9QcdOHDHSC,0.641,0.11,-18.023,0.0664,130.981,0.902,rap
0.158,0.83,0.308,0MrnlutYpe0n9QcdOHDHSC,0.641,0.11,-18.023,0.0664,130.981,0.902,rap
0.0926,0.852,0.712,3ns6gq3MrGmVNZBdtV5S8T,0.0,0.0953,-7.544,0.269,99.008,0.511,rap
0.0926,0.852,0.712,3ns6gq3MrGmVNZBdtV5S8T,0.0,0.0953,-7.544,0.269,99.008,0.511,rap
0.0926,0.852,0.712,3ns6gq3MrGmVNZBdtV5S8T,0.0,0.0953,-7.544,0.269,99.008,0.511,pop
0.0926,0.852,0.712,3ns6gq3MrGmVNZBdtV5S8T,0.0,0.0953,-7.544,0.269,99.008,0.511,rock
0.0501,0.824,0.959,0reCuFXlJbubhxEobm8WwJ,0.83,0.058,-2.746,0.0721,125.998,0.701,rap
0.0501,0.824,0.959,0reCuFXlJbubhxEobm8WwJ,0.83,0.058,-2.746,0.0721,125.998,0.701,pop
0.0362,0.728,0.561,0i9pVLM0HvsgE4SFMDkYix,0.572,0.147,-12.856,0.0591,149.969,0.338,rap
0.0362,0.728,0.561,0i9pVLM0HvsgE4SFMDkYix,0.572,0.147,-12.856,0.0591,149.969,0.338,rap
0.0843,0.322,0.848,7xFYU9Jn0JAOLHuR7ENfSz,0.909,0.121,-13.501,0.0391,127.995,0.263,rap
0.0843,0.322,0.848,7xFYU9Jn0JAOLHuR7ENfSz,0.909,0.121,-13.501,0.0391,127.995,0.263,rap
0.0337,0.843,0.548,2m5tGX6STTTg9FLiykFpgu,0.891,0.138,-7.599,0.048,122.728,0.492,rap
0.0337,0.843,0.548,2m5tGX6STTTg9FLiykFpgu,0.891,0.138,-7.599,0.048,122.728,0.492,rap
0.653,0.654,0.359,4IUcHImyS5oDZDDqm7jTOh,0.0346,0.0976,-11.525,0.0356,100.032,0.135,rap
0.653,0.654,0.359,4IUcHImyS5oDZDDqm7jTOh,0.0346,0.0976,-11.525,0.0356,100.032,0.135,rap
0.653,0.654,0.359,4IUcHImyS5oDZDDqm7jTOh,0.0346,0.0976,-11.525,0.0356,100.032,0.135,pop
0.653,0.654,0.359,4IUcHImyS5oDZDDqm7jTOh,0.0346,0.0976,-11.525,0.0356,100.032,0.135,rock
0.0276,0.861,0.636,5COucHCiTnWL1kLt6ZhAQg,0.752,0.058,-7.446,0.0384,109.963,0.724,rap
0.0276,0.861,0.636,5COucHCiTnWL1kLt6ZhAQg,0.752,0.058,-7.446,0.0384,109.963,0.724,rap
0.0276,0.861,0.636,5COucHCiTnWL1kLt6ZhAQg,0.752,0.058,-7.446,0.0384,109.963,0.724,pop
0.0276,0.861,0.636,5COucHCiTnWL1kLt6ZhAQg,0.752,0.058,-7.446,0.0384,109.963,0.724,pop
0.00134,0.638,0.884,0Zu1lKYE2AMvuuM3PTwB0v,0.299,0.197,-5.778,0.0371,129.984,0.0675,rap
0.00134,0.638,0.884,0Zu1lKYE2AMvuuM3PTwB0v,0.299,0.197,-5.778,0.0371,129.984,0.0675,rap
0.212,0.662,0.415,5valOgkvMtudSJtYfSCVxV,0.0836,0.0996,-10.331,0.043,74.948,0.54,rap
0.212,0.662,0.415,5valOgkvMtudSJtYfSCVxV,0.0836,0.0996,-10.331,0.043,74.948,0.54,rap
0.00976,0.888,0.438,7By6nyGcYB4Jwz6CZjuS87,0.0,0.282,-10.443,0.206,90.031,0.0915,rap
